name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nepal,2023-09-17,86,71.3,75.9,90.6,71.3,76.8,68.4,78.8,0.362,100,4.17,rain,0,0,14.5,10.3,228.2,1014,80.3,4.8,220.4,19.2,8,30,2023-09-17T05:49:34,2023-09-17T18:06:55,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-18,84.2,67.9,75.6,84.8,67.9,76,65.5,72.7,0,0,0,rain,0,0,14.8,10.3,122.2,1014,59.2,5.3,223.4,19.1,8,10,2023-09-18T05:50:01,2023-09-18T18:05:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-09-19,84.6,67.9,73.4,88.3,67.9,73.8,66.9,80.9,0.276,100,4.17,rain,0,0,14.3,13.9,94.5,1015.7,69.6,5,200.7,17.3,7,10,2023-09-19T05:50:29,2023-09-19T18:04:35,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-20,82.4,69.7,74.7,85.4,69.7,75.2,66.9,77.6,0.012,100,4.17,rain,0,0,15,10.3,280.6,1015.7,79.7,5.3,186,16,7,10,2023-09-20T05:50:56,2023-09-20T18:03:25,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-21,83.1,68.8,74.5,86.3,68.8,75.1,67.5,79.8,0,0,0,rain,0,0,16.1,15,233.8,1014.8,83.5,4.8,156.6,13.3,5,10,2023-09-21T05:51:24,2023-09-21T18:02:14,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-09-22,80.6,68.8,72.9,83.9,68.8,73.2,67.6,84.1,0,0,0,rain,0,0,15.7,10.3,214.3,1014.7,87.2,4.8,80.1,6.9,5,10,2023-09-22T05:51:52,2023-09-22T18:01:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-09-23,82.4,68.8,73.4,86.3,68.8,73.7,67.9,83.6,0.099,100,8.33,rain,0,0,18.8,12.8,183.6,1014.4,88,4.8,87.9,7.4,5,10,2023-09-23T05:52:20,2023-09-23T17:59:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-24,79.5,66.7,71.5,79.5,66.7,71.5,66.8,86,0.732,100,8.33,rain,0,0,13.6,9.2,235.2,1014.1,88.2,4.9,108.6,9.4,4,10,2023-09-24T05:52:48,2023-09-24T17:58:44,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-25,78.9,66.9,72.8,78.9,66.9,72.8,65.8,79.5,0,0,0,rain,0,0,18.3,10.3,218.4,1015,80.7,6.3,119.3,10.4,4,10,2023-09-25T05:53:16,2023-09-25T17:57:34,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-09-26,84.3,68,74.6,89.8,68,75.3,67.1,78.7,0,0,0,rain,0,0,14.8,10.3,208,1015.3,69.2,5.2,214.4,18.5,8,10,2023-09-26T05:53:44,2023-09-26T17:56:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-09-27,84.3,68.8,75,89.3,68.8,75.7,67.8,79.4,0.004,100,4.17,rain,0,0,17,12.8,245.8,1015.5,74.6,4.9,207.5,18,7,30,2023-09-27T05:54:12,2023-09-27T17:55:15,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-28,86,66.5,74.9,87.5,66.5,75.3,67.7,79.7,0,0,0,rain,0,0,13.2,15,216.1,1015.1,59,5.2,210.4,18,8,30,2023-09-28T05:54:41,2023-09-28T17:54:05,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-09-29,84.2,68.7,74.9,87.5,68.7,75.8,67.7,79.2,0.205,100,8.33,rain,0,0,15,10.3,161.4,1015.8,64.5,4.9,213.5,18.3,8,30,2023-09-29T05:55:10,2023-09-29T17:52:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-09-30,81.6,66.7,72.7,84.3,66.7,73.1,66.3,81.4,0,0,0,rain,0,0,15.2,10.3,188.4,1015.6,86.9,4.7,188.4,16.2,7,10,2023-09-30T05:55:39,2023-09-30T17:51:47,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-01,82.4,69,72.7,84.7,69,73.2,67.9,85.6,0.473,100,8.33,rain,0,0,14.8,10.3,181.8,1014.3,89,4.5,136.4,11.8,6,10,2023-10-01T05:56:08,2023-10-01T17:50:39,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-02,75.9,66.1,70.1,75.9,66.1,70.1,67.8,92.6,0.551,100,8.33,rain,0,0,11.2,6.9,249,1015.3,90.9,3.8,29.9,2.5,1,10,2023-10-02T05:56:38,2023-10-02T17:49:30,0.59,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-03,79.5,66.2,70,79.5,66.2,70,67.7,93,0.846,100,4.17,rain,0,0,14.1,9.2,260.7,1015.3,88.5,4,94.7,8.2,5,10,2023-10-03T05:57:07,2023-10-03T17:48:22,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-04,71.6,67.2,68.7,71.6,67.2,68.7,67.8,97,0.83,100,8.33,rain,0,0,16.6,6.9,331,1015.3,91.3,3.7,47.4,4.1,2,10,2023-10-04T05:57:37,2023-10-04T17:47:15,0.66,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-05,80.7,64.1,72.1,84,64.1,72.4,66.4,83.4,0.118,100,4.17,rain,0,0,19.5,18.3,268,1014.2,60.4,5.1,161.2,13.9,7,30,2023-10-05T05:58:08,2023-10-05T17:46:08,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-06,78.3,67,71.4,78.3,67,71.4,66.4,84.9,0,0,0,rain,0,0,13.6,15,213,1014.1,86.3,4.9,185.6,16,7,10,2023-10-06T05:58:38,2023-10-06T17:45:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-07,79.5,67,72.1,79.5,67,72.1,65.7,80.9,0,0,0,rain,0,0,17,10.3,237.9,1015.3,73.7,4.8,173.1,15,6,10,2023-10-07T05:59:09,2023-10-07T17:43:55,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-08,80.8,64.6,71.7,83.2,64.6,72,64.4,79.1,0,0,0,rain,0,0,16.3,13.9,239.6,1015.7,52.6,4.6,186.6,16.2,7,10,2023-10-08T05:59:40,2023-10-08T17:42:49,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-09,80.7,61.1,70.7,83.1,61.1,70.8,63.8,79.8,0,0,0,rain,0,0,13.9,9.2,257.5,1016.8,55.3,3.9,171.6,14.6,6,10,2023-10-09T06:00:12,2023-10-09T17:41:43,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-10,81,64,71.7,83.6,64,71.9,64.8,80.2,0,0,0,rain,0,0,17.4,32.2,215.7,1017.8,55.3,3.5,144.3,12.6,5,30,2023-10-10T06:00:44,2023-10-10T17:40:39,0.85,Partially cloudy,Partly cloudy throughout the day.,wind,"44454099999,VNKT,44449099999"
Nepal,2023-10-11,80.1,62.3,70.8,81,62.3,70.9,62.6,76.5,0,0,0,rain,0,0,15.4,10.3,239.7,1017.7,46,3.9,173,15,7,10,2023-10-11T06:01:16,2023-10-11T17:39:35,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-12,80.6,63.6,70,81.5,63.6,70,62.1,77,0,0,0,rain,0,0,14.1,10.3,165.8,1019.4,56.7,4.1,200.3,17.2,7,10,2023-10-12T06:01:48,2023-10-12T17:38:31,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-13,80,63.9,70,80,63.9,70,62.9,79.7,0,0,0,rain,0,0,14.8,12.8,226.7,1020.3,51.6,4.2,211.4,18.4,8,30,2023-10-13T06:02:21,2023-10-13T17:37:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-14,79.4,63.3,69.6,79.4,63.3,69.6,61.4,76.5,0,0,0,rain,0,0,15,16.5,245.3,1019.3,50.2,4,182.7,15.7,7,10,2023-10-14T06:02:55,2023-10-14T17:36:26,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-15,77,59.5,67.3,77,59.5,67.3,59.4,77.4,0,0,0,rain,0,0,14.3,11.4,199.5,1017.8,38.8,4.5,160.9,14,6,30,2023-10-15T06:03:28,2023-10-15T17:35:24,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-16,77,59.8,67.5,77,59.8,67.5,59.7,77.5,0,0,0,rain,0,0,14.1,10.3,208.8,1019.4,60.9,4.2,141.6,12.3,6,30,2023-10-16T06:04:02,2023-10-16T17:34:23,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-17,77.3,58.9,66.7,77.3,58.9,66.7,56.9,72.4,0.315,100,4.17,rain,0,0,15.7,10.3,249.9,1020.8,65,5.3,173.5,15,6,10,2023-10-17T06:04:37,2023-10-17T17:33:23,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-10-18,77.3,57.5,65.3,77.3,57.5,65.3,57.2,76.7,0,0,0,rain,0,0,15.7,8.1,231.8,1020.5,42.4,4.8,190.7,16.5,7,10,2023-10-18T06:05:12,2023-10-18T17:32:24,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-19,75.8,54.5,64.9,75.8,54.5,64.9,56.1,75.7,0,0,0,rain,0,0,15.2,9.2,224,1020.7,33.6,5.1,184.8,15.9,7,10,2023-10-19T06:05:47,2023-10-19T17:31:25,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-20,76.4,55,64.5,76.4,55,64.5,55.7,75.1,0,0,0,rain,0,0,15,9.2,253.1,1021.5,32.3,5.2,199.5,17.2,7,10,2023-10-20T06:06:23,2023-10-20T17:30:28,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-21,77,55.7,65.1,77,55.7,65.1,54.5,71.3,0,0,0,rain,0,0,13.9,12.8,190.5,1022.4,33.2,5.2,184.1,16.1,7,10,2023-10-21T06:06:59,2023-10-21T17:29:31,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-22,78.8,51.7,64.5,78.8,51.7,64.5,53.1,68.8,0,0,0,rain,0,0,13,9.2,189.2,1022.6,26,5.1,185.9,16.1,7,10,2023-10-22T06:07:35,2023-10-22T17:28:35,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-23,77,52.9,64.5,77,52.9,64.5,53.1,70,0,0,0,rain,0,0,15.9,11.4,198.7,1021.5,23.9,5.2,204.4,17.8,7,10,2023-10-23T06:08:12,2023-10-23T17:27:40,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-24,78.8,51.4,64.5,78.8,51.4,64.5,53.4,70.3,0,0,0,,0,0,16.1,12.8,243.9,1020.5,24.5,5.2,202.7,17.7,7,10,2023-10-24T06:08:50,2023-10-24T17:26:46,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-25,78.8,53.3,65.5,78.8,53.3,65.5,54,69.8,0,0,0,rain,0,0,14.3,9.2,248,1020.5,27.5,5.7,202.2,17.4,8,10,2023-10-25T06:09:28,2023-10-25T17:25:53,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-10-26,77.3,54.7,65.3,77.3,54.7,65.3,54.7,71.1,0,0,0,rain,0,0,15,10.3,214,1020.4,37.5,5.4,260.3,22.4,8,10,2023-10-26T06:10:06,2023-10-26T17:25:01,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-27,76,52.8,64.2,76,52.8,64.2,54.6,72.9,0,0,0,rain,0,0,12.8,10.3,242.5,1020,36.5,5.6,172.7,15.1,6,10,2023-10-27T06:10:45,2023-10-27T17:24:10,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote,44449099999"
Nepal,2023-10-28,75.2,54.1,63.7,75.2,54.1,63.7,53.9,73.1,0,0,0,rain,0,0,17.9,14.9,272.6,1020.8,32.1,5.2,199.6,17.1,8,10,2023-10-28T06:11:24,2023-10-28T17:23:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-29,77,54.3,64.4,77,54.3,64.4,53.4,70.4,0,0,0,rain,0,0,11.9,10.3,289,1021.2,61.7,4.7,160,13.8,6,10,2023-10-29T06:12:04,2023-10-29T17:22:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-30,78.8,53.2,65,78.8,53.2,65,54.8,72.3,0,0,0,rain,0,0,14.3,10.3,245.1,1022,42.9,4.5,189.2,16.3,7,10,2023-10-30T06:12:44,2023-10-30T17:21:43,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-10-31,78.8,54.7,65.5,78.8,54.7,65.5,55.1,71.9,0,0,0,rain,0,0,14.1,11.4,247.3,1023.8,30.3,5,182.9,15.8,7,10,2023-10-31T06:13:25,2023-10-31T17:20:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-01,73.4,55.9,63.5,73.4,55.9,63.5,55,75.6,0,0,0,,0,0,13.2,5.8,103.5,1023.8,53.9,4.4,141.5,12.1,6,30,2023-11-01T06:14:06,2023-11-01T17:20:11,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-02,75.2,51.5,63.1,75.2,51.5,63.1,53.6,74.3,0,0,0,,0,0,15.2,10.3,269.2,1021.4,28.1,4.8,182.5,15.6,7,10,2023-11-02T06:14:47,2023-11-02T17:19:26,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-03,75.3,54.3,63.5,75.3,54.3,63.5,54.8,75.8,0,0,0,rain,0,0,14.3,9.2,227.3,1019.1,45.9,5,158.2,13.5,6,30,2023-11-03T06:15:29,2023-11-03T17:18:43,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-04,73.9,54.3,63,73.9,54.3,63,55.1,76.8,0,0,0,rain,0,0,14.8,10.3,245.6,1018.6,45.7,4.9,179.9,15.4,7,10,2023-11-04T06:16:11,2023-11-04T17:18:02,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-05,75.2,52.5,62.1,75.2,52.5,62.1,52.6,73.8,0,0,0,,0,0,12.3,8.1,205.3,1020.7,29.4,4.3,196.2,16.9,7,10,2023-11-05T06:16:54,2023-11-05T17:17:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-06,73.4,52.1,62,73.4,52.1,62,54.3,77.6,0,0,0,rain,0,0,13.6,10.3,246.7,1021.9,34.3,3,162.4,14,7,10,2023-11-06T06:17:37,2023-11-06T17:16:42,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-07,75.2,51.5,61.9,75.2,51.5,61.9,53.8,77,0,0,0,,0,0,15,11.4,251.5,1020.8,27.7,3.4,170.8,14.6,7,10,2023-11-07T06:18:21,2023-11-07T17:16:04,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-08,73.4,50.7,61.2,73.4,50.7,61.2,50,70.1,0,0,0,,0,0,17.2,11.4,275.6,1019.7,28.6,4.2,191.8,16.6,7,10,2023-11-08T06:19:04,2023-11-08T17:15:27,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-09,73.4,48.9,60.2,73.4,48.1,60.2,48.3,67.6,0,0,0,,0,0,13.4,8.1,180.8,1020.2,28.1,4.6,175.2,14.9,7,10,2023-11-09T06:19:49,2023-11-09T17:14:52,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-10,73.4,50,60.3,73.4,50,60.3,50.9,73.5,0,0,0,,0,0,15.2,12.8,229.7,1021.9,30.8,4,163.7,14.2,6,10,2023-11-10T06:20:33,2023-11-10T17:14:18,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-11,70.5,51.1,59.2,70.5,51.1,59.2,52.5,79.9,0,0,0,,0,0,18.3,12.8,304.8,1022.8,40.7,3.7,156.8,13.6,7,10,2023-11-11T06:21:18,2023-11-11T17:13:46,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-12,73.4,48.5,60,73.4,47.6,59.9,50.9,74.9,0,0,0,,0,0,14.1,9.2,204.2,1022.9,28.1,3.6,198.1,17.1,7,10,2023-11-12T06:22:03,2023-11-12T17:13:15,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-13,72.8,50.3,60.6,72.8,50.3,60.6,52.5,76.4,0.004,100,4.17,rain,0,0,13.2,12.8,195.8,1022.9,29.3,4.8,187.1,16.1,7,10,2023-11-13T06:22:49,2023-11-13T17:12:45,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"44454099999,VNKT,remote,44449099999"
Nepal,2023-11-14,75.2,50.2,61.3,75.2,50.2,61.3,51,71.9,0,0,0,rain,0,0,11.2,10.3,250.3,1023.3,33.1,4.2,144.9,12.5,7,10,2023-11-14T06:23:34,2023-11-14T17:12:17,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-15,75.2,50.9,61.4,75.2,50.9,61.4,52.3,74.5,0.004,100,4.17,rain,0,0,13.9,14.6,222.9,1022.9,29.3,4.6,173.6,14.9,7,10,2023-11-15T06:24:20,2023-11-15T17:11:50,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"44454099999,VNKT,44449099999"
Nepal,2023-11-16,75.2,50.8,61.4,75.2,50.8,61.4,52.4,75.2,0,0,0,,0,0,14.1,11,135.2,1024.4,28.1,4.5,169.9,14.5,7,10,2023-11-16T06:25:06,2023-11-16T17:11:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-17,73.4,50.3,60.9,73.4,50.3,60.9,51.5,73.6,0,0,0,,0,0,13.9,12.8,285.8,1023.9,28.1,4.7,173,15,7,10,2023-11-17T06:25:53,2023-11-17T17:11:02,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-18,71.6,50.7,60.5,71.6,50.7,60.5,51.4,74.2,0,0,0,,0,0,21.5,11.4,289.4,1022.1,35.2,5.1,144.6,12.5,5,10,2023-11-18T06:26:39,2023-11-18T17:10:40,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-19,73.4,50.5,60.8,73.4,50.5,60.8,51.9,74.7,0,0,0,,0,0,13.9,8.1,212.7,1023.2,28.1,4.7,148.6,12.9,6,10,2023-11-19T06:27:26,2023-11-19T17:10:19,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-20,75.2,50,61.2,75.2,50,61.2,52.4,75.8,0,0,0,,0,0,14.8,9.2,204,1022.5,28.1,4.9,181.9,15.5,7,10,2023-11-20T06:28:13,2023-11-20T17:10:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-21,71.6,51,60.8,71.6,51,60.8,53.2,78.1,0,0,0,,0,0,14.8,11.4,265.6,1020,30.7,4.8,173.6,14.9,7,10,2023-11-21T06:29:00,2023-11-21T17:09:43,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-22,71.6,51.9,60.2,71.6,51.9,60.2,52.3,77.3,0,0,0,,0,0,11.4,10.3,188.5,1019.2,40.1,4.4,148.5,12.8,6,10,2023-11-22T06:29:47,2023-11-22T17:09:27,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-23,71.6,50.5,60.3,71.6,50.5,60.3,51.9,75.9,0,0,0,rain,0,0,14.3,8.1,200.6,1019.5,34.8,4.5,167.6,14.4,7,10,2023-11-23T06:30:34,2023-11-23T17:09:12,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-24,71.6,51,60.5,71.6,51,60.5,52.4,76.8,0,0,0,rain,0,0,16.1,8.1,191.7,1020.8,28.1,4.2,160.7,13.9,7,10,2023-11-24T06:31:20,2023-11-24T17:09:00,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-25,71.6,54.9,60.8,71.6,54.9,60.8,53.3,78.1,0,0,0,rain,0,0,12.3,9.2,241.3,1022.6,50.7,4.3,143.6,12.3,6,10,2023-11-25T06:32:07,2023-11-25T17:08:49,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"44454099999,VNKT,44449099999"
Nepal,2023-11-26,75.2,51.8,61.3,75.2,51.8,61.3,52,74,0,0,0,,0,0,12.1,6.9,33.4,1024.4,36.9,4.1,175.5,15.1,7,10,2023-11-26T06:32:54,2023-11-26T17:08:39,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-11-27,71.6,51,59.9,71.6,51,59.9,51.5,75.5,0,0,0,rain,0,0,15.7,10.3,245.7,1022.6,66.5,4.8,133.6,11.4,6,10,2023-11-27T06:33:41,2023-11-27T17:08:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT,remote"
Nepal,2023-11-28,69.8,55.4,61,69.8,55.4,61,52.2,74.4,0,0,0,rain,0,0,13.9,9.2,248.1,1020.8,85.1,4.6,148.6,12.7,6,10,2023-11-28T06:34:27,2023-11-28T17:08:25,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-11-29,71.6,51.8,60.1,71.6,51.8,60.1,51.4,74.8,0,0,0,rain,0,0,14.3,11.4,270.7,1021.3,43.4,4.3,156.3,13.4,6,10,2023-11-29T06:35:13,2023-11-29T17:08:20,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-11-30,66.2,50,57.6,66.2,50,57.6,51.1,80.3,0,0,0,,0,0,14.1,4.7,220.2,1022.4,62.2,3.7,145.6,12.5,6,10,2023-11-30T06:36:00,2023-11-30T17:08:17,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-01,71.6,51.8,59.4,71.6,51.8,59.4,49.7,72.8,0,0,0,,0,0,13,11.4,247.3,1021.8,47.4,4.2,153.3,13.1,6,10,2023-12-01T06:36:45,2023-12-01T17:08:16,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-02,73.4,50,59,73.4,50,59,46.6,68.2,0,0,0,,0,0,15.9,8.1,262.7,1021.9,31.8,5,172.5,15,7,10,2023-12-02T06:37:31,2023-12-02T17:08:16,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-03,71.6,46.4,57.7,71.6,45.3,57.5,44.6,65.7,0,0,0,,0,0,17,5.8,318.3,1022.3,33.2,4.9,183.4,16,7,10,2023-12-03T06:38:16,2023-12-03T17:08:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-04,64.4,48.2,56.3,64.4,47.3,56.2,45.1,67.3,0,0,0,,0,0,14.3,4.7,24.4,1021.5,69.3,4,88.7,7.8,5,10,2023-12-04T06:39:01,2023-12-04T17:08:21,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-05,71.6,48.2,58.6,71.6,47.3,58.5,47.8,69.5,0,0,0,rain,0,0,17.7,12.8,264.9,1019.6,55.1,4.2,147.8,12.7,6,10,2023-12-05T06:39:45,2023-12-05T17:08:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
Nepal,2023-12-06,68,48.2,56.8,68,47.3,56.7,48.6,75.7,0,0,0,,0,0,17.4,5.8,199.8,1021.6,69.8,4,169.1,14.6,7,10,2023-12-06T06:40:29,2023-12-06T17:08:33,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"44454099999,VNKT"
